start,text
1907.89,"Uh, but 229a is more applied, a bit more,"
1911.385,"you know practical know-how hands-on and so on and,"
1914.07,"and uh, much less mathematical."
1917.34,"Uh, and, and CS230 is also less"
1920.88,"mathematical more applied more about kind of getting it to work where CS229a,"
1925.125,"um, we do much more mathematical derivations in CS229."
1930.59,"Cool, any questions? Yes, someone had their hand up."
1936.51,[inaudible]
1943.56,"So uh, once you say that what- I would"
1948.285,"generally prefer students not do that in the interest of time but what, what do you want?"
1953.16,[inaudible]
1957.57,"Oh, I see, sure go for it."
1959.175,Who is enrolled in 229 and 230?
1961.605,"Oh not that many of you, interesting."
1964.62,"Oh, that's actually interesting."
1966.6,"Cool. Yeah. Thank you, yeah, I just didn't want to set"
1969.54,the presence of students using this as a forum to run surveys.
1972.48,[LAUGHTER]
1972.58,"That was, that was, that was,"
1974.16,that that was an interesting question.
1975.27,So thank you.
1975.87,[LAUGHTER]
1978.66,"Um, cool."
1980.805,"All right, and, and by the way I think uh, you know,"
1984.075,just one thing about Stanford is the
1986.97,"AI world and machine learning world,"
1988.725,AI is bigger than machine learning right
1990.0,and machine learning is bigger than deep learning.
1991.62,"Um, one of the great things about being a Stanford student is,"
1995.085,"you can and I think should take multiple classes, right."
1999.435,"I think that your CS229,"
2001.28,has for many years been the core of the machine learning world at Stanford.
2004.985,"Uh, but even beyond CS229,"
2008.12,it's worth your while to take multiple classes and getting multiple perspectives.
2012.14,"So, so if you want to uh,"
2014.585,"be really effective, you know,"
2016.28,"after you graduate from Stanford,"
2017.435,you do wanna be an expert in machine learning.
2019.04,You do wanna be an expert in deep learning.
2021.155,"Uh, and you probably wanna know probability statistics."
2023.855,"Maybe you wanna know a bit of convex optimization, and maybe you"
2026.33,"wanna know a bit more about reinforcement learning,"
2028.865,"know a ittle bit about planning,"
2030.425,know a bit about lots of things.
2031.97,"So, so I actually encourage you to take multiple classes I guess."
2038.255,Cool. All right.
2040.73,"Good. Um, if there are no more questions,"
2044.51,let's go on to talk a bit about some machine learning.
2051.4,"So um, all right,"
2055.985,"so the remainder of this class,"
2057.77,"what I'd like to do is um,"
2060.185,"give a quick overview of uh,"
2063.47,"you know, the major uh,"
2065.33,"areas of machine learning and also um,"
2070.34,"and, and also give you a sort of overview of the things you learn uh,"
2074.135,in the next 10 weeks.
2075.905,"So, you know, what is machine learning?"
2078.86,"Right. It seems to be everywhere these days and it's useful for so many spaces,"
2082.19,"and, and I think that um,"
2084.815,"and uh, you know, and uh, uh,"
2087.41,"and I, I feel like they uh- just to share with you my personal bias, right."
2092.225,"You, you read the news about these people who are making"
2094.61,so much money building learning algorithms. I think that's great.
2098.03,"I hope, I hope all of you go make a lot of money"
2100.19,"but the thing I find even more exciting is,"
2102.53,is the meaningful work we could do.
2104.405,"I think that, you know,"
2105.905,"I think that every time there's a major technological disruption which there is now,"
2109.445,"through machine learning um,"
2111.095,it gives us an opportunity to remake large parts of the world and if we behave ethically
2115.79,"in a principled way and use the superpowers of machine learning to do things that,"
2120.545,"you know, helps people's lives, right."
2122.21,"Maybe we could um, uh,"
2124.19,"maybe you can improve the healthcare system,"
2126.515,maybe you can improve give every child a personalized tutor.
2130.52,"Uh, maybe we can make our democracy run better rather than make it run worse."
2134.105,"But I think that um,"
2135.725,the meaning I find in machine learning is that there's so many people that
2140.12,"are so eager for us to go in and help them with these tools that um,"
2144.455,"if, if you become good at these tools,"
2147.02,"it gives you an opportunity to really remake some piece,"
2150.41,some meaningful piece of the world.
2152.33,"Uh, hopefully in a way that helps other people and makes the world kind of,"
2156.275,makes the world a better place is very cliche in Silicon Valley.
2159.26,"But, but I think, you know, with these tools,"
2161.66,you actually have the power to do
2163.43,"that and if you go make a ton of money, that's great too."
2165.68,"But I find uh, much greater meaning of the work we could do."
2168.875,"Um, it gives us a unique opportunity to do these things, right."
2173.54,"But um, despite all the excitement of machine learning."
2176.06,What is machine learning?
2177.08,"So let me give you a couple um,"
2179.705,definitions of machine learning.
2181.97,"Um, Arthur Samuel whose claim to fame was uh,"
2185.585,"building a checkers playing program,"
2187.58,"uh, defined it as follows."
2189.05,So field of study gives computers the ability to learn without being explicitly programmed.
2192.5,"Um, and you know interesting- when,"
2196.64,"when Arthur Samuel many,"
2197.93,"many decades ago, built"
2199.31,the checkers playing program.
2201.155,"Uh, the debates of the day was can a computer ever do something"
2206.045,"that it wasn't explicitly told to do? And Arthur Samuel uh, wrote a"
2211.775,"checkers playing program, that through self play learns whether the patterns of uh,"
2218.16,the checkerboard that are more likely to lead to win
2220.63,"versus more likely to lead to a loss and learned uh,"
2223.39,to be even better than Arthur Samuel the author himself at playing checkers.
2229.16,"So back then, this was viewed as a remarkable result that a computer programmer,"
2233.18,you know that could write a piece of
2235.25,software to do something that the computer program himself
2237.77,"could not do, right, because this program became better than Arthur Samuel um,"
2242.48,"at, uh, uh, at,"
2245.735,"at, at the task of playing checkers."
2248.075,"Um, and I think today we um, are"
2251.325,used to computers or machine learning algorithms outperforming humans on so many tasks.
2257.435,"Uh, but it turns out that when you choose a narrow task like,"
2261.425,"speech recognition on a certain type of task,"
2263.66,you can maybe surpass human level performance.
2265.94,"If you choose a narrow task like,"
2267.545,"playing the game of Go,"
2268.985,"than by throwing really,"
2270.98,tons of computational power at it and self play.
2273.725,"Uh, uh, uh you can have a computer,"
2275.96,"you know become very good at,"
2277.805,at these narrow tasks.
2279.425,But this is maybe one of the first such examples in the history of computing. Um.
2286.33,"Uh, and I think this is the one of the most widely cited, um, definitions right."
2292.235,Gives computers the ability learn without being explicitly programmed.
2295.56,"Um, my friend Tom Mitchell in his textbook,"
2299.35,defined this as a Well-posed Learning Problem.
2302.935,"Uh, a program is said to learn from"
2305.45,"experience E with respect to task T and some performance measure P,"
2308.72,"if its performance on T, as measured by P,"
2310.19,improves with experience E. And I- I asked Tom this.
2313.4,"I asked Tom if, um,"
2314.9,he wrote this definition just because he wanted it to
2317.78,"rhyme and [LAUGHTER] he, he, he, he, he did not say yes,"
2321.515,"but I, I, I don't know."
2323.51,"Um, but in this definition,"
2326.06,"the experienced E. For- for the case of playing checkers,"
2329.03,the experience E would be the experience of having
2331.31,a checkers play- program played tons of games against itself.
2334.55,"Uh, so computers lots of patients and"
2337.1,sit there for days playing games or checkers against itself.
2340.13,So that's experience E.
2341.57,"The task T is the task of playing checkers,"
2344.0,"the performance measure P maybe,"
2345.71,"um, what's the chance of this program"
2348.665,winning the next game of checkers it plays against the next opponent.
2351.575,"Right. So- so we say that, ah,"
2353.15,"this is a well-posed learning problem, learning the game of checkers."
2356.88,"Now, within this, um,"
2359.44,"set of ideas with machine learning,"
2361.435,there are many different tools we use in machine learning.
2365.77,"And so in the next 10 weeks,"
2367.84,you'll learn about a variety of these different tools.
2371.21,"Um, and so the first of them and the most widely used one is supervised learning."
2376.46,"Um, let's see."
2378.14,I wanna switch to the white board.
2379.955,Do you guys know how to raise the screen?
2383.09,[NOISE]
2400.19,"So what I wanna do today is really go over some of the major categories of,"
2404.09,"uh, Machine Learning Tools, and, uh,"
2406.775,"and so what you learn in the next,"
2409.37,"um, ah, by the end of this quarter."
2412.745,"So the most widely used machine learning tool is,"
2421.46,"uh, today is supervised learning."
2423.185,"Actually, let me check, how, how many of you know what supervised learning is?"
2425.96,"Ah, like two-thirds, half of you maybe."
2429.68,"Okay cool. Let me, let me just briefly define it."
2431.825,"Um, here's one example."
2433.88,"Let's say, you have a database of"
2437.705,"housing prices and so I'm gonna plot your dataset where on the horizontal axis,"
2442.685,I'm- I'm gonna plot the size of the house in square feet.
2447.065,"And on the vertical axis,"
2448.88,we'll plot the price of the house.
2451.04,"Right. And, um, maybe your dataset looks like that."
2458.705,"Um, and so horizontal axis,"
2460.685,I guess we'd call this X and vertical axis we'll call that Y.
2465.635,"So, um, the supervised learning problem is given a dataset"
2469.58,like this to find the relationship mapping from X to Y.
2473.63,"And so, um, for example,"
2476.06,let's say- let's say- let's say you have- let's
2478.52,say you're fortunate enough to own a house in Palo Alto.
2481.1,"Right. Ah, and you're trying to sell it,"
2483.95,and you want to know how the price of the house.
2485.825,"So maybe your house has a size,"
2488.764,"you know, of that amount on the horizontal axis."
2491.945,"I don't know, maybe this is 500 square feet,"
2494.87,"1,000 square feet, 1,500 square feet."
2497.72,"So your house is, ah, 1,250 square feet."
2500.075,"Right. And you want to know,"
2502.04,"you know, how do you price this house."
2504.215,"So given this dataset,"
2505.58,"one thing you can do is,"
2506.93,"um, fit a straight line to it."
2510.155,Right. And then you could estimate or predicts the price
2514.01,"to be whatever value you read off on the, um, vertical axis."
2518.765,"So in supervised learning,"
2520.73,"you are given a dataset with, ah,"
2524.375,"inputs X and labels Y,"
2527.12,and your goal is to learn a mapping from X to Y.
2532.805,"Right. Now, um, fitting a straight line to data is maybe the simplest possible."
2538.085,"Maybe the simplest possible learning algorithm,"
2540.53,maybe one of the simplest poss- learning algorithms.
2543.695,"Um, given a dataset like this,"
2545.6,"there are many possible ways to learn a mapping,"
2548.15,to learn the function mapping from the input size to the estimated price.
2552.53,"And so, um, maybe you wanna fit a quadratic function instead,"
2556.055,maybe that actually fits the data a little bit better.
2558.32,"And so how do you choose among different models will be, ah,"
2560.825,either automatically or manual intervention will be-
2563.63,will be something we'll spend a lot time talking about.
2567.245,Now to give a little bit more.
2569.75,"Um, to define a few more things."
2571.91,This example is a problem called a regression problem.
2577.33,And the term regression refers to
2580.43,that the value y you're trying to predict is continuous.
2584.6,"Right. Um, in contrast,"
2587.075,here's a- here's a different type of problem.
2590.21,"Um, so problem that some of my friends were working on,"
2593.405,"and- and I'll simplify it was- was a healthcare problem, where, ah,"
2596.945,"they were looking at, uh,"
2598.565,"breast cancer or breast tumors,"
2600.935,"um, and trying to decide if a tumor is benign or malignant."
2605.21,"Right. So a tumor is a lump in a- in a woman's breast, um,"
2609.17,"is- can be ma- malign,"
2612.53,"or cancerous, um, or benign,"
2614.695,"meaning you know, roughly it's not that harmful."
2617.065,"And so if on the horizontal axis,"
2620.379,you plot the size of a tumor.
2623.035,"Um, and on the vertical axis,"
2626.59,you plot is it malignant or not.
2630.92,"Malignant means harmful, right."
2632.87,"Um, and some tumors are harmful some are not."
2636.395,"And so whether it is malignant or not,"
2638.48,"takes only two values, 1 or 0."
2643.54,"And so you may have a dataset, um, like that."
2654.005,"Right. Ah, and given this,"
2656.81,"can you learn a mapping from X to Y,"
2659.3,"so that if a new patient walks into your office, uh,"
2662.585,"walks in the doctor's office and the tumor size is,"
2665.69,"you know say, this,"
2667.445,"can the learning algorithm figure out from this data that it was probably,"
2671.06,"well, based on this dataset,"
2672.5,"looks like there's- there's a high chance that that tumor is, um, malignant."
2677.84,"Um, so, ah, so this is an example of"
2683.63,a classification problem and
2689.48,the term classification refers to that Y here takes on a discrete number of variables.
2695.03,"So for a regression problem,"
2696.71,Y is a real number.
2698.09,"I guess technically prices can be rounded off to the nearest dollar and cents,"
2702.29,so prices aren't really real numbers.
2704.465,"Um, you know that- because you'd probably not price it,"
2707.9,how's it like Pi times 1 million or whatever.
2710.3,"Ah, but, so, so- but for all practical purposes prices are continuous"
2714.08,"so we call them housing price prediction to be a regression problem,"
2717.89,"whereas if you have, ah, two values of possible output,"
2720.2,"0 and 1, call it a classification problem."
2722.225,"Um, if you have K discrete outputs so,"
2725.855,"uh, if the tumor can be, uh,"
2727.67,"malignant or if there are five types of cancer, right,"
2731.24,"so you have one of five possible outputs,"
2733.16,then that's also a classification problem.
2735.125,If the output is discrete.
2737.66,"Now, um, I wanna find a different way to visualize this dataset which is,"
2744.425,"um, let me draw a line on top."
2747.17,"And I'm just going to, you know,"
2749.195,map all this data on the horizontal axis upward onto a line.
2753.41,But let me show you what I'm gonna do.
2755.81,I'm going to use a symbol O to denote.
2766.68,"Right. Um, I hope what I did was clear."
2770.365,"So I took the two sets of examples,"
2772.51,"uh, the positive and negative examples."
2774.13,"Positive example was this 1,"
2775.675,negative example was 0.
2777.115,"And I took all of these examples and- and kinda pushed them up onto a straight line,"
2782.455,"and I use two symbols,"
2784.3,I use O's to denote negative examples and I use crosses to denote positive examples.
2789.625,"Okay. So this is just a different way of visualizing the same data, um,"
2795.025,"by drawing it on the line and using, you know,"
2797.38,"two symbols to denote the two discrete values 0 and 1, right?"
2802.375,"So, um, it turns out that, uh, uh,"
2806.44,"in both of these examples,"
2807.864,"the input X was one-dimensional,"
2810.085,it was a single real number.
2811.57,"For most of the, um,"
2813.49,"machine learning applications you work with,"
2815.11,the input X will be multi-dimensional.
2817.285,You won't be given just one number and asked to predict another number.
2821.365,"Instead, you'll often be given, uh,"
2824.02,multiple features and multiple numbers to predict another number.
2827.05,"So for example, instead of just using a"
2830.5,"tumor size to predict- to estimate malignancy- malignant versus benign tumors, um,"
2836.95,you may instead have two features where one is
2841.455,"tumor size and the second is age of the patient,"
2846.359,"and be given a dataset, [NOISE]"
2863.95,"right? And be given a dataset that looks like that, right?"
2868.975,"Where now your task is, um,"
2871.195,"given two input features,"
2873.16,"so X is tumor size and age,"
2875.5,"you know, like a two-dimensional vector,"
2877.39,"um, and your task is given, uh,"
2880.045,"these two input features,"
2882.46,"um, to predict whether a given tumor is malignant or benign."
2886.12,So if a new patient walks in a doctor's office
2888.34,"and that the tumor size is here and the age is here,"
2891.58,"so that point there,"
2893.515,"then hopefully you can conclude that, you know,"
2895.57,"this patient's tumor is probably benign, right?"
2897.7,"Corresponding the O, that negative example."
2900.7,"Um, and so what thing- one thing you'll learn, uh,"
2903.88,"next week is a learning algorithm that can fit a straight line to the data as follows,"
2910.405,"kinda like that, to separate out the positive and negative examples."
2913.3,Separate out the O's and the crosses.
2915.82,"And so next week, you'll learn about the logistic regression algorithm which,"
2919.525,"um, which can do that."
2921.505,"Okay? So, um, one of the most interesting things you'll learn about is, uh, let's see."
2929.38,"So in this example,"
2931.39,"I drew a dataset with two input features, um,"
2934.48,when- so I have friends that actually worked on
2937.21,"the breast cancer, uh, prediction problem,"
2939.895,"and in practice you usually have a lot more than one or two features,"
2943.84,"and usually you have so many features you can't plot them on the board, right?"
2946.72,"And so for an actual breast cancer prediction problem,"
2949.825,"my friends are working on this were- were using many other features such as,"
2953.905,"don't worry about what these me- mean,"
2955.18,"I guess clump thickness,"
2956.59,"uh, you know, uniformity of cell size,"
2964.78,"uniformity of cell shape, right?"
2969.325,"Um, uh, adhesion, how well the cells stick together."
2973.66,"Don't worry about what this means but, uh,"
2975.76,"if you are actually doing this in a- in a actual medical application,"
2979.3,there's a good chance that you'll be using a lot more features than just two.
2982.84,"Uh, and this means that you actually can't plot this data,"
2985.39,right? It's two high-dimensional.
2986.71,"You can't plot things higher than 3-dimensional or maybe 4-dimensional,"
2989.65,or something like that and so when we have lots of
2991.54,features it's actually difficult to plot this data.
2994.21,I'll come back to this in a second in learning theory.
2996.76,"Um, and, uh, one of the things you'll learn about- so as we develop learning algorithms,"
3003.06,"you'll learn how to build, um,"
3005.25,regression algorithms or classification algorithms that can deal
3007.92,with these relatively large number of features.
3011.37,"One of the, uh,"
3012.63,"most fascinating results you learn is that, um,"
3015.48,[NOISE] you'll also learn about an algorithm called the Support Vector Machine which uses
3020.19,"not one or two or three or 10 or 100 or a million input features,"
3026.07,"but uses an infinite number of input features, right?"
3030.375,"And so, so, so just to be clear, if in"
3032.67,"this example the state of a patient were represents as one number,"
3036.54,"you know, tumor size, uh,"
3038.005,in this example we had two features.
3039.9,"So the state of a patient were represented using two numbers,"
3042.87,the tumor size and the age.
3044.25,If you use this list of features maybe
3046.14,a patient that's represented with five or six numbers.
3048.765,"Uh, but there's an algorithm called the support vector machine that"
3051.78,"allows you to use an infinite-dimensional vector,"
3057.26,"um, to represent a patient."
3060.96,"And, um, how do you deal with that"
3064.05,"and how can the computer even store an infinite-dimensional vector, right?"
3067.19,"I mean, you know, computer memory,"
3069.3,"you can store one row number, two row numbers,"
3071.79,but you can't store an infinite number of row numbers in
3074.28,a computer without running out of memory or processor speed or whatever.
3077.13,So so how do you do that?
3078.93,"Uh, so when we talk about support vector machines"
3081.875,"and specifically the technical method called kernels,"
3085.13,"you'll learn how to build learning algorithms that work with, uh,"
3088.7,"so that the infinitely long lists of features,"
3091.415,infinitely long list of feature of- for for- which which- and you can
3095.61,"imagine that if you have an infinitely long list of numbers to represent a patient,"
3099.9,that might give you a lot of information about that patient and so that
3103.77,"is one of the relatively effective learning algorithms to solve problems, okay?"
3109.14,"Um, so that's supervised learning."
3113.595,"And, you know, let me just,"
3115.14,"um, uh, play a video,"
3118.545,"um, show you a fun- slightly older example"
3122.82,of supervised learning to give you a sense of what this means.
3125.25,"[NOISE] But at the heart of supervised learning is the idea that during training, uh,"
3132.0,"you are given inputs X together with the labels Y and you give it both at the same time,"
3137.61,"and the job of your learning algorithm is to, uh,"
3141.12,"find a mapping so that given a new X,"
3144.075,you can map it to the most appropriate output Y.
3147.36,"Um, so this is a very old video, uh, made by, um,"
3151.56,"DA Pomerleau and we've known him for a long time as well, uh,"
3153.6,using supervised learning for autonomous driving.
3156.435,"Uh, this is not state of the art for autonomous driving anymore,"
3159.225,but it actually does remarkably well.
3161.28,"Oh, and, uh, um, as you, uh,"
3163.725,"you hear a few technical terms like back-propagation,"
3166.455,"you'll learn all those techniques in this class, uh,"
3169.05,"and by the end of class, you'll either build"
3171.075,a learning algorithm much more effective than what you see here.
3173.52,But let's- let's- let's see this application.
3178.58,"Uh, could you turn up the volume maybe have that?"
3182.835,Are you guys getting volume audio?
3184.95,[BACKGROUND]
3187.89,"Oh, I see."
3192.8,"All right, I'll narrate this."
3195.06,[LAUGHTER]
3197.07,"So I'll be using artificial neural network to drive this vehicle that,"
3200.79,"uh, was built at Carnegie Mellon University, uh, many years ago."
3204.36,"And what happens is, uh,"
3206.175,"during training, it watches the human, um,"
3209.58,"drive the vehicle and I think 10 times per second,"
3212.655,"uh, it digitizes the image in front of the vehicle."
3215.97,"And, um, so that's a picture taken by a front-facing camera."
3221.49,"Um, and what it does is in order to collect labeled data,"
3225.615,"the car while the human is driving it,"
3227.94,"records both the image such as it's seeing here,"
3231.435,"as well as, the steering direction that was chosen by human."
3235.05,"So at the bottom here is the image turned to grayscale and lower res,"
3239.145,"and, uh, on top,"
3241.38,let me pause this for a second.
3243.195,"Um, this is the driver direction,"
3247.035,the font's kinda blurry but this text says driver direction.
3249.9,"So this is the Y label,"
3252.21,the label Y that the human driver chose.
3255.81,"Um, and so the position of this white bar of"
3258.99,this white blob shows how the human is choosing to steer the car.
3263.22,"So in this, in this image,"
3264.72,"the white blob is a little bit to the left of center so the human is,"
3267.87,"you know, steering just a little bit to the left."
3269.985,"Um, this second line here is the output of the neural network and initially,"
3276.78,"the neural network doesn't know how to drive,"
3279.105,"and so it's just outputting this white smear everywhere and it's saying,"
3282.51,"""No, I don't know, do I drive left, right, center?"
3284.64,"I don't know."" So it's outputting this gray blur everywhere."
3287.925,"Um, and as the algorithm learns"
3290.895,using the back-propagation learning algorithm
3293.49,"or gradient descents which you'll learn about,"
3295.455,"uh, you'll actually learn about gradient descent this Wednesday."
3297.78,"Um, you see that"
3299.43,"the neural network's outputs becomes less and less of this white smear,"
3303.794,"this white blur but starts to, uh,"
3305.91,"become sharper, um, and starts to mimic more"
3310.14,accurately the human selected driving direction.
3316.19,"Right. So this, um,"
3318.735,is an example of supervised learning because
3322.02,"the human driver demonstrates inputs X and outputs Y,"
3326.22,"uh, meaning, uh, if you see this in front of the car steer like that so that's X and Y."
3331.925,"And, uh, after the learning algorithm has learned,"
3335.555,"um, you can then,"
3337.97,"uh, well, he pushes a button,"
3339.935,"takes the hands off the steering wheel, um,"
3342.59,"[NOISE] and then it's using this neural network to drive itself, right?"
3347.76,"Digitizing the image in front of the road,"
3350.46,"taking this image and passing it through the learning algorithm,"
3353.955,"through the trained neural network,"
3355.53,"letting the neural networks select a steering direction,"
3358.5,"uh, and then using a little motor to turn the wheel."
3363.06,"Um, this is slightly more advanced version which has trained two separate models;"
3367.44,"one for, I think, a two-lane road,"
3369.255,one for a four-lane road.
3370.74,"Uh, so that's the, um,"
3372.75,"uh, so the second and third lines this is for a two-lane road,"
3377.775,this is a four-lane road.
3379.275,"And the arbitrator is, is another algorithm that tries to decide whether"
3384.0,the two-lane or the four-lane road model is
3385.98,"the more, more appropriate one for a particular given situation."
3389.1,"Um, and so as Alvin is, excuse me a one-lane road or,"
3394.2,"uh, a two-lane road."
3395.43,"So, so, so it's driving from a one-lane road here,"
3398.13,"uh, to another intersection,"
3411.37,"um, the, uh the the algorithm realizes it should swi- switch over from,"
3416.64,"um, I think I forget,"
3418.845,I think the one-lane neural network to the- to
3420.93,"the two-lane neural network [NOISE] one of these, right?"
3424.2,All right. Um.
3437.56,"Okay. Oh, oh, right."
3440.42,Fine. We'll just see the final dramatic moment of
3442.55,switching from a one-way road to a two-lane road.
3444.53,[LAUGHTER]
3457.0,All right.
3459.0,"Um, uh, and I think,"
3461.255,"you know, so this is just using supervised learning to- take as input,"
3464.72,what's in front of the car to decide on the steering direction.
3467.375,"This is not state of the art for how self-driving cars are built today,"
3471.155,"but you know, you could do some things in some limited contexts."
3474.68,"Uh, uh, and I think,"
3476.33,"uh, in, in several weeks,"
3477.98,you'll actually be able to build something that is more sophisticated than this.
3481.775,"Right. Um, so after supervised learning,"
3488.194,"uh, we wi- will- in this class we'll spend"
3491.36,a bit of time talking about machine learning strategy.
3494.36,"Also, well, I think on the class notes we annotate this as a learning theory."
3499.235,"But what that means is, um,"
3500.645,when I give you the tools to go out and apply learning algorithms effectively.
3505.295,"And I think I've been fortunate to have,"
3508.385,"uh, you know, to know a lot of, uh,"
3510.92,"uh, I, I think that,"
3513.425,"um, I've been fortunate to have,"
3515.24,"you know, over the years constantly visited lots of great tech companies."
3520.205,"Uh, uh, more than once that I've that- that I've been probably associated with, right?"
3523.94,"But often, just to help friends out,"
3525.965,"I visit various tech companies,"
3527.93,"uh, whose products I'm sure are installed on your cell phone."
3531.065,"Uh, but I often visit tech companies and you know,"
3533.51,"talk to the machine learning teams and see what they're doing,"
3535.775,and see if I can help them out.
3537.125,And what I see is that there's a huge difference in
3540.89,the effectiveness of how
3542.975,two different teams could apply the exact same learning algorithm.
3546.845,"All right? Uh, and I think that, um,"
3549.41,what I've seen sadly is that
3552.155,"sometimes there will be a team or even in some of the best tech companies, right?"
3556.07,"The, the, the, the EV, AI companies, right?"
3558.71,"And, and, and multiple of them,"
3560.195,where you go talk to a team and they'll
3562.91,tell you about something that they've been working on for six months.
3565.685,"And then, you can quickly take a look at the data and,"
3569.195,and hear that they're not- the algorithm isn't
3571.79,"quite working and sometimes you can look at what they're doing,"
3574.76,"and go yeah, you know,"
3576.245,"I could have told you six months ago that this approach is never gonna work, right?"
3579.89,"Um, and, um, what I find is that"
3582.89,the most skilled machine learning practitioners are very strategic.
3586.565,"By which I mean that your skill at deciding- um,"
3590.585,"when you work on a machine learning project,"
3592.115,you have- you- you have a lot of decisions to make.
3594.23,Right? Do you collect more data?
3596.24,Do you try a different learning algorithm?
3598.43,"Uh, do you rent faster GPUs to train your learning algorithm for longer?"
3601.865,"Or if you collect more data,"
3603.17,what type of data do you collect?
3604.58,"Or for- all of these architectural choices,"
3606.53,"using neural networks for reference machine which is regression,"
3608.975,which ones do you pick?
3610.415,"Um, but there are a lot of decisions you need to"
3613.52,make when building these learning algorithms.
3616.655,"So one thing that's quite unique to the way we teach is, uh,"
3620.795,"we want to help you become more systematic in driving machine learning as a,"
3627.02,"as a systematic engineering discipline,"
3629.0,"so that when one day when you are working on as machine learning project,"
3631.655,you can efficiently figure out what to do next.
3634.34,"Right? Um, and I sometimes make an analogy to how,"
3637.67,"um, to, uh, uh,"
3639.89,"to, to software engineering."
3641.63,"Um, you know, like many years ago,"
3644.12,"I had a friend, um,"
3645.98,"that would debug code by compiling it and then,"
3649.91,"um, uh, this friend would look for all of the syntax errors, right?"
3653.54,"That, you know, C++ compiler outputs."
3655.715,And they thought that the best way to eliminate the errors
3659.225,is to delete all the lines of code with
3661.07,syntax errors and that was [LAUGHTER] their first heuristic.
3663.155,"So that did not go well, right?"
3665.09,"Um, uh, it took me a while to persuade them to stop doing that."
3668.84,"Uh, but, but, but so it turns out that, um,"
3671.765,"when you run a learning algorithm,"
3673.7,"you know, it almost never works the first time."
3676.205,All right? It's this just life.
3677.57,"Uh, uh, and, and the way you go about debugging the learning algorithm will"
3680.93,"have a huge impact on your efficiency o- on,"
3684.44,on how quickly you can build effective learning systems.
3687.71,"And I think until now,"
3689.375,"too much of the- of this process of, uh,"
3692.075,"making your learning algorithms work well has been a black magic kind of process where,"
3696.635,"you know, has worked on this for decades."
3699.11,"So when you run something,"
3700.67,"you don't know why it does not recognize it like, ""Hey,"
3702.23,"what do I do and it says, Oh, yeah, do that."""
3704.26,"And then, and then, because he's so experienced it works,"
3706.93,"but I think, um,"
3708.22,what we're trying to do with the discipline of machine learning
3710.41,"is to evolve it from a black magic,"
3712.87,"tribal knowledge, experience-based thing to a systematic engineering process."
3717.935,"All right. And so um, later this quarter,"
3720.56,"as we talk about machine learning strategy,"
3722.96,we'll talk about learning theory.
3724.04,"We'll try to systematically give you tools on how to,"
3727.085,"um, uh, go about strategizing."
3729.785,"Uh, so- so it can be very efficient in, um,"
3732.695,"how you- how you yourself,"
3734.15,"how you can lead a team to build an effective learning system,"
3737.63,"because I don't want you to be one of those people that, you know,"
3740.915,wastes six months on some direction that
3743.42,maybe could have relatively quickly figured out it was not promising.
3747.005,"Or maybe one last analogy,"
3748.67,"if you- um, if you're used to optimizing code, right?"
3752.06,"Making code run faster,"
3753.695,I'm not sure if you have done that.
3755.09,"Uh, uh, uh, less experienced software engineers,"
3759.2,"who'll just dive in and optimize the code,"
3761.06,"they try to make it run faster, right?"
3762.44,Let's take the C++ and code in assembly or something.
3765.47,But more experienced people will run a profiler to try to figure
3768.92,out what part of code is actually the bottleneck and then just focus on changing on that.
3772.745,"So, uh, one of the things we hope to do this quarter is, uh,"
3776.12,"uh, convey to you some of these more systematic engineering principles."
3780.575,All right. And yeah.
3781.88,"Oh, and actually this is very interesting."
3783.35,"This is a, uh, uh, yeah."
3785.57,"Actually, I've been- I've been invited,"
3787.91,so actually- so how many of you have heard the machine learning journey?
3791.855,"Oh, just a few of you, interesting."
3794.285,"Oh, so actually, so,"
3795.785,"so- if any of you are interested,"
3797.045,"um, just in my,"
3799.22,"uh, spare time, uh,"
3802.73,"I've been writing a book,"
3804.515,"um, uh, to try to codify"
3806.96,"systematic engineering principles for machine learning and so if you are,"
3810.8,"uh, and so uh,"
3812.42,"if you want the, you know,"
3813.71,"free draft copy of the book,"
3815.3,sign up for a mailing list here.
3816.755,"I tend to just write stuff and put it on the Internet for free, yeah."
3819.245,"So if you want a free draft copy of the book,"
3822.305,"uh, uh, you know,"
3824.075,"go to this website, uh,"
3825.515,enter your e-mail address and the website will send you a copy of that book.
3829.175,And I'll talk a little bit about these engineering principles as well.
3831.65,"Okay. All right. So, uh,"
3835.22,"so first subject, machine learning."
3836.945,"Second subject, learning theory."
3839.15,"Um, and, uh, the third major subject we'll talk about is, uh, deep learning, right?"
3845.435,And so you have a lot of tools in machine learning and many of them are
3849.38,"worth learning about and I use many different tools in machine learning,"
3853.295,"you know, for many different applications."
3855.425,There's one subset of machine learning that's really hot right now
3858.17,"because it's just advancing very rapidly, which is deep learning."
3861.245,And so we'll spend a little time talking about deep learning so that you can
3865.205,understand the basics of how to train a neural network as well.
3869.51,But I think that's where CS229
3872.63,covers a much broader set of algorithms which are all useful.
3876.155,"CS230, more narrowly covers just deep learning, right? Um."
3882.61,"So, uh, other than deep learning slash"
3885.84,"after- after deep learning slash neu- neural networks the other,"
3889.365,"the four, four of the five major topics we'll cover will be on unsupervised learning."
3895.53,"Um, so what is unsupervised learning?"
3897.99,[NOISE]
